Ds benchmark...
DsName       V_Num       insert   insert/per       read     read/per     update     update/per        for      for/per       delete   delete/per
AtomicsDs        8        581ns      72.63ns      551ns      68.88ns      381ns        47.63ns      641ns      80.13ns    noSupport   notSupport
AtomicsDs        8        571ns      71.38ns      551ns      68.88ns      401ns        50.13ns      571ns      71.38ns    noSupport   notSupport
AtomicsDs        8        721ns      90.13ns      481ns      60.13ns      391ns        48.88ns      531ns      66.38ns    noSupport   notSupport
AtomicsDs       16        772ns      48.25ns      962ns      60.13ns      571ns        35.69ns      952ns      59.50ns    noSupport   notSupport
AtomicsDs       16       2.46us     154.06ns     1.00us      62.63ns      611ns        38.19ns      851ns      53.19ns    noSupport   notSupport
AtomicsDs       16        932ns      58.25ns     1.03us      64.50ns      591ns        36.94ns      891ns      55.69ns    noSupport   notSupport
AtomicsDs       16        692ns      43.25ns      952ns      59.50ns      531ns        33.19ns      941ns      58.81ns    noSupport   notSupport
AtomicsDs       16        831ns      51.94ns      912ns      57.00ns      591ns        36.94ns      962ns      60.13ns    noSupport   notSupport
AtomicsDs       16        811ns      50.69ns     1.01us      63.25ns      561ns        35.06ns      932ns      58.25ns    noSupport   notSupport
AtomicsDs       16        872ns      54.50ns     1.02us      63.88ns      751ns        46.94ns      922ns      57.63ns    noSupport   notSupport
AtomicsDs       16        882ns      55.13ns      972ns      60.75ns      631ns        39.44ns      942ns      58.88ns    noSupport   notSupport
AtomicsDs       16        842ns      52.63ns      962ns      60.13ns      541ns        33.81ns     1.44us      90.13ns    noSupport   notSupport
AtomicsDs       16        791ns      49.44ns      992ns      62.00ns      561ns        35.06ns      872ns      54.50ns    noSupport   notSupport
AtomicsDs       16       1.05us      65.75ns      971ns      60.69ns      621ns        38.81ns      912ns      57.00ns    noSupport   notSupport
AtomicsDs       16        732ns      45.75ns     1.02us      63.88ns      621ns        38.81ns     1.04us      65.13ns    noSupport   notSupport
AtomicsDs       16        731ns      45.69ns      972ns      60.75ns      711ns        44.44ns      962ns      60.13ns    noSupport   notSupport
AtomicsDs       16        801ns      50.06ns      802ns      50.13ns      541ns        33.81ns      771ns      48.19ns    noSupport   notSupport
AtomicsDs       16      33.43us    2089.38ns     1.15us      72.00ns      651ns        40.69ns      952ns      59.50ns    noSupport   notSupport
AtomicsDs       16        812ns      50.75ns      982ns      61.38ns      591ns        36.94ns      922ns      57.63ns    noSupport   notSupport
AtomicsDs       16      22.20us    1387.56ns     1.15us      72.00ns      622ns        38.88ns      891ns      55.69ns    noSupport   notSupport
AtomicsDs       16        961ns      60.06ns      922ns      57.63ns      581ns        36.31ns      922ns      57.63ns    noSupport   notSupport
AtomicsDs       16        751ns      46.94ns      972ns      60.75ns      621ns        38.81ns      932ns      58.25ns    noSupport   notSupport
AtomicsDs       16        831ns      51.94ns     1.00us      62.63ns      551ns        34.44ns      912ns      57.00ns    noSupport   notSupport
AtomicsDs       16        752ns      47.00ns      791ns      49.44ns      551ns        34.44ns      852ns      53.25ns    noSupport   notSupport
AtomicsDs       16        882ns      55.13ns     1.07us      67.00ns      571ns        35.69ns      962ns      60.13ns    noSupport   notSupport
AtomicsDs       32       1.05us      32.88ns     1.80us      56.34ns      872ns        27.25ns     3.41us     106.44ns    noSupport   notSupport
AtomicsDs       32       1.10us      34.44ns     1.45us      45.41ns      852ns        26.63ns     1.40us      43.81ns    noSupport   notSupport
AtomicsDs       32       1.22us      38.19ns     1.59us      49.78ns      862ns        26.94ns     1.40us      43.84ns    noSupport   notSupport
AtomicsDs       32       1.08us      33.81ns     1.81us      56.69ns      972ns        30.38ns     1.80us      56.34ns    noSupport   notSupport
AtomicsDs       32       1.26us      39.47ns     1.72us      53.84ns      982ns        30.69ns     1.72us      53.84ns    noSupport   notSupport
AtomicsDs       32       1.31us      41.00ns     1.86us      58.25ns     1.09us        34.13ns     1.81us      56.66ns    noSupport   notSupport
AtomicsDs       32       1.13us      35.38ns     1.76us      55.09ns     1.05us        32.88ns     1.73us      54.19ns    noSupport   notSupport
AtomicsDs       32       1.13us      35.38ns     1.56us      48.84ns      892ns        27.88ns     1.44us      45.09ns    noSupport   notSupport
AtomicsDs       32       1.21us      37.88ns     2.03us      63.56ns      912ns        28.50ns     1.66us      51.97ns    noSupport   notSupport
AtomicsDs       32       1.25us      39.16ns     1.89us      59.16ns     1.18us        36.94ns     1.74us      54.50ns    noSupport   notSupport
AtomicsDs       32       1.07us      33.50ns     1.46us      45.72ns      921ns        28.78ns     1.72us      53.88ns    noSupport   notSupport
AtomicsDs       32       1.29us      40.38ns     1.86us      58.25ns     1.05us        32.88ns     1.85us      57.91ns    noSupport   notSupport
AtomicsDs       32       1.27us      39.78ns     1.74us      54.47ns      972ns        30.38ns     1.80us      56.34ns    noSupport   notSupport
AtomicsDs       32       1.27us      39.75ns     1.75us      54.81ns      942ns        29.44ns     1.72us      53.84ns    noSupport   notSupport
AtomicsDs       32       1.13us      35.41ns     1.67us      52.28ns      941ns        29.41ns     1.73us      54.19ns    noSupport   notSupport
AtomicsDs       32       1.17us      36.63ns     1.73us      54.19ns      921ns        28.78ns     1.76us      55.13ns    noSupport   notSupport
AtomicsDs       32       1.24us      38.81ns     1.77us      55.41ns      942ns        29.44ns     1.58us      49.47ns    noSupport   notSupport
AtomicsDs       32       1.17us      36.66ns     1.68us      52.59ns     1.08us        33.81ns     1.67us      52.28ns    noSupport   notSupport
AtomicsDs       32       1.33us      41.63ns     1.71us      53.53ns      992ns        31.00ns     1.80us      56.38ns    noSupport   notSupport
AtomicsDs       32       1.13us      35.41ns     1.78us      55.72ns     1.24us        38.81ns     2.05us      64.19ns    noSupport   notSupport
AtomicsDs       32       1.72us      53.84ns     2.27us      70.78ns      951ns        29.72ns     2.82us      88.00ns    noSupport   notSupport
AtomicsDs       32       1.12us      35.06ns     1.88us      58.84ns      922ns        28.81ns     2.44us      76.41ns    noSupport   notSupport
AtomicsDs       64       3.07us      47.91ns     4.58us      71.53ns     2.56us        40.08ns     4.01us      62.61ns    noSupport   notSupport
AtomicsDs       64       1.95us      30.52ns     4.10us      64.03ns     2.07us        32.41ns     3.45us      53.84ns    noSupport   notSupport
AtomicsDs       64       1.97us      30.84ns     3.25us      50.72ns     1.68us        26.30ns     3.26us      50.88ns    noSupport   notSupport
AtomicsDs       64       1.84us      28.81ns     3.42us      53.38ns     1.55us        24.27ns     3.20us      49.94ns    noSupport   notSupport
AtomicsDs       64       1.81us      28.34ns     3.37us      52.59ns     1.75us        27.39ns     3.21us      50.09ns    noSupport   notSupport
AtomicsDs       64       1.90us      29.75ns     3.79us      59.17ns     1.64us        25.67ns     3.15us      49.16ns    noSupport   notSupport
AtomicsDs       64       2.14us      33.50ns     3.25us      50.72ns     1.84us        28.80ns     3.27us      51.03ns    noSupport   notSupport
AtomicsDs       64       2.75us      43.05ns     4.51us      70.45ns     1.85us        28.95ns     4.54us      70.92ns    noSupport   notSupport
AtomicsDs       64       2.71us      42.42ns     3.56us      55.56ns     2.13us        33.34ns     4.18us      65.28ns    noSupport   notSupport
AtomicsDs       64       3.67us      57.28ns     4.46us      69.67ns     1.90us        29.73ns     3.38us      52.77ns    noSupport   notSupport
AtomicsDs       64       3.72us      58.08ns     4.38us      68.41ns     2.73us        42.58ns     5.01us      78.27ns    noSupport   notSupport
AtomicsDs       64       2.46us      38.52ns     3.84us      59.95ns     1.75us        27.39ns     3.25us      50.73ns    noSupport   notSupport
AtomicsDs       64       1.95us      30.53ns     3.48us      54.33ns     1.63us        25.52ns     3.18us      49.63ns    noSupport   notSupport
AtomicsDs       64       1.80us      28.19ns     2.79us      43.52ns     1.44us        22.53ns     2.76us      43.06ns    noSupport   notSupport
AtomicsDs       64       4.34us      67.78ns    25.90us     404.66ns     1.66us        25.98ns     3.47us      54.17ns    noSupport   notSupport
AtomicsDs       64       1.78us      27.88ns     2.75us      42.89ns     1.44us        22.53ns     2.67us      41.80ns    noSupport   notSupport
AtomicsDs       64       2.31us      36.16ns     5.81us      90.80ns     1.85us        28.95ns     3.21us      50.09ns    noSupport   notSupport
AtomicsDs       64       1.71us      26.77ns     2.71us      42.42ns     1.45us        22.70ns     2.67us      41.64ns    noSupport   notSupport
AtomicsDs       64       2.13us      33.34ns    34.63us     541.16ns     2.02us        31.63ns     5.84us      91.27ns    noSupport   notSupport
AtomicsDs       64       2.44us      38.19ns     3.22us      50.25ns     1.61us        25.20ns     2.69us      42.11ns    noSupport   notSupport
AtomicsDs       64       2.07us      32.41ns     3.24us      50.56ns    24.81us       387.59ns     3.23us      50.41ns    noSupport   notSupport
AtomicsDs       64       1.67us      26.14ns     2.71us      42.42ns     1.47us        23.02ns     2.67us      41.64ns    noSupport   notSupport
AtomicsDs      128       2.98us      23.25ns     6.17us      48.22ns     4.67us        36.47ns     5.66us      44.23ns    noSupport   notSupport
AtomicsDs      128       3.52us      27.47ns     6.20us      48.45ns     3.49us        27.23ns     5.65us      44.15ns    noSupport   notSupport
AtomicsDs      128       2.92us      22.77ns     5.26us      41.09ns     2.44us        19.10ns     5.22us      40.77ns    noSupport   notSupport
AtomicsDs      128       3.67us      28.65ns     6.34us      49.55ns     3.65us        28.49ns     5.57us      43.52ns    noSupport   notSupport
AtomicsDs      128       3.58us      27.94ns     6.47us      50.57ns     3.23us        25.20ns     5.34us      41.71ns    noSupport   notSupport
AtomicsDs      128       4.04us      31.55ns     6.67us      52.13ns     3.76us        29.35ns     6.69us      52.29ns    noSupport   notSupport
AtomicsDs      128       4.03us      31.46ns     6.72us      52.52ns     3.43us        26.77ns     6.65us      51.98ns    noSupport   notSupport
AtomicsDs      128       3.02us      23.56ns    27.53us     215.09ns     3.14us        24.50ns     6.47us      50.56ns    noSupport   notSupport
AtomicsDs      128      14.72us     114.98ns     6.94us      54.24ns     3.89us        30.38ns     6.73us      52.59ns    noSupport   notSupport
AtomicsDs      128       2.94us      22.93ns     5.25us      41.02ns     2.54us        19.80ns     5.21us      40.70ns    noSupport   notSupport
AtomicsDs      128       3.01us      23.48ns     5.34us      41.72ns     2.49us        19.48ns     5.26us      41.09ns    noSupport   notSupport
AtomicsDs      128       3.48us      27.16ns     6.27us      49.00ns     3.53us        27.55ns     5.75us      44.93ns    noSupport   notSupport
AtomicsDs      128       3.11us      24.27ns     5.37us      41.95ns     2.54us        19.88ns     5.33us      41.64ns    noSupport   notSupport
AtomicsDs      128       2.79us      21.76ns     5.37us      41.95ns     2.48us        19.34ns     5.32us      41.56ns    noSupport   notSupport
AtomicsDs      128       2.92us      22.85ns     5.34us      41.72ns     2.52us        19.73ns     5.30us      41.41ns    noSupport   notSupport
AtomicsDs      128       2.79us      21.77ns     5.35us      41.79ns     2.48us        19.34ns     5.32us      41.56ns    noSupport   notSupport
AtomicsDs      128       2.92us      22.85ns     5.27us      41.17ns     2.58us        20.12ns     5.21us      40.70ns    noSupport   notSupport
AtomicsDs      128       5.57us      43.52ns     6.31us      49.31ns     3.37us        26.30ns     5.23us      40.86ns    noSupport   notSupport
AtomicsDs      128       2.86us      22.30ns     5.25us      41.02ns     2.44us        19.09ns     5.22us      40.78ns    noSupport   notSupport
AtomicsDs      128       3.23us      25.20ns     6.34us      49.55ns     3.29us        25.67ns     5.99us      46.80ns    noSupport   notSupport
AtomicsDs      128       2.86us      22.30ns     6.25us      48.84ns     2.52us        19.65ns     5.23us      40.85ns    noSupport   notSupport
AtomicsDs      128       3.46us      27.01ns     6.27us      49.00ns     3.35us        26.14ns     5.48us      42.81ns    noSupport   notSupport
AtomicsDs      256       6.50us      25.40ns    11.49us      44.89ns     4.53us        17.69ns    10.32us      40.31ns    noSupport   notSupport
AtomicsDs      256       4.96us      19.37ns    11.93us      46.61ns     4.98us        19.45ns    10.53us      41.13ns    noSupport   notSupport
AtomicsDs      256       6.26us      24.46ns    12.67us      49.50ns     5.14us        20.08ns    10.33us      40.35ns    noSupport   notSupport
AtomicsDs      256       5.84us      22.82ns    10.35us      40.43ns     4.46us        17.41ns    10.33us      40.35ns    noSupport   notSupport
AtomicsDs      256       6.38us      24.93ns    11.16us      43.60ns     4.51us        17.61ns    10.32us      40.31ns    noSupport   notSupport
AtomicsDs      256       6.43us      25.13ns    10.96us      42.82ns     4.53us        17.69ns    10.33us      40.35ns    noSupport   notSupport
AtomicsDs      256       6.61us      25.83ns    11.99us      46.85ns     6.00us        23.44ns    10.92us      42.66ns    noSupport   notSupport
AtomicsDs      256       6.33us      24.73ns    11.40us      44.54ns     4.56us        17.80ns    10.51us      41.05ns    noSupport   notSupport
AtomicsDs      256       6.08us      23.76ns    11.29us      44.11ns     4.47us        17.45ns    10.33us      40.35ns    noSupport   notSupport
AtomicsDs      256       6.16us      24.07ns    11.20us      43.75ns     4.47us        17.46ns    10.32us      40.31ns    noSupport   notSupport
AtomicsDs      256       6.45us      25.20ns    11.32us      44.22ns     4.55us        17.77ns    10.52us      41.09ns    noSupport   notSupport
AtomicsDs      256       5.07us      19.80ns    10.55us      41.21ns     4.50us        17.57ns    10.54us      41.17ns    noSupport   notSupport
AtomicsDs      256       6.31us      24.66ns    12.11us      47.31ns     4.49us        17.53ns    10.32us      40.31ns    noSupport   notSupport
AtomicsDs      256       5.23us      20.43ns    10.55us      41.21ns     4.46us        17.42ns    10.52us      41.09ns    noSupport   notSupport
AtomicsDs      256       6.11us      23.88ns    12.93us      50.52ns     4.46us        17.41ns    10.53us      41.13ns    noSupport   notSupport
AtomicsDs      256      18.75us      73.22ns    22.48us      87.82ns     4.53us        17.69ns    10.53us      41.13ns    noSupport   notSupport
AtomicsDs      256       6.15us      24.03ns    11.69us      45.67ns     4.46us        17.41ns    10.33us      40.35ns    noSupport   notSupport
AtomicsDs      256       6.26us      24.46ns    11.48us      44.85ns     4.43us        17.30ns    10.32us      40.31ns    noSupport   notSupport
AtomicsDs      256       4.89us      19.10ns    10.55us      41.21ns     4.47us        17.45ns    10.51us      41.05ns    noSupport   notSupport
AtomicsDs      256       6.37us      24.89ns    12.13us      47.39ns     4.39us        17.14ns    10.53us      41.13ns    noSupport   notSupport
AtomicsDs      256       5.03us      19.64ns    10.54us      41.17ns     4.48us        17.49ns    10.51us      41.05ns    noSupport   notSupport
AtomicsDs      256       4.83us      18.86ns    10.55us      41.21ns     4.42us        17.26ns    10.51us      41.05ns    noSupport   notSupport
AtomicsDs      516      10.53us      20.41ns    22.55us      43.71ns     8.43us        16.33ns    21.12us      40.93ns    noSupport   notSupport
AtomicsDs      516      11.98us      23.22ns    20.70us      40.11ns     8.47us        16.41ns    21.10us      40.89ns    noSupport   notSupport
AtomicsDs      516      12.22us      23.69ns    20.72us      40.15ns     8.51us        16.48ns    21.10us      40.89ns    noSupport   notSupport
AtomicsDs      516       9.31us      18.04ns    20.70us      40.11ns     8.46us        16.39ns    21.01us      40.72ns    noSupport   notSupport
AtomicsDs      516      12.04us      23.34ns    21.94us      42.52ns     8.58us        16.62ns    21.06us      40.81ns    noSupport   notSupport
AtomicsDs      516      12.29us      23.82ns    22.76us      44.11ns     8.51us        16.48ns    21.53us      41.72ns    noSupport   notSupport
AtomicsDs      516      11.55us      22.39ns    21.37us      41.41ns     8.36us        16.19ns    21.72us      42.09ns    noSupport   notSupport
AtomicsDs      516       9.29us      18.00ns    20.70us      40.11ns     8.43us        16.33ns    21.02us      40.73ns    noSupport   notSupport
AtomicsDs      516       9.96us      19.30ns    21.10us      40.89ns     8.48us        16.43ns    21.39us      41.45ns    noSupport   notSupport
AtomicsDs      516      12.43us      24.09ns    21.15us      40.99ns     8.47us        16.41ns    21.48us      41.63ns    noSupport   notSupport
AtomicsDs      516       9.07us      17.57ns    20.71us      40.13ns     8.49us        16.45ns    21.07us      40.83ns    noSupport   notSupport
AtomicsDs      516       9.11us      17.65ns    21.08us      40.85ns     8.60us        16.66ns    21.36us      41.39ns    noSupport   notSupport
AtomicsDs      516      11.57us      22.42ns    24.97us      48.39ns     8.56us        16.58ns    21.37us      41.41ns    noSupport   notSupport
AtomicsDs      516       9.16us      17.75ns    20.82us      40.35ns     8.42us        16.31ns    20.98us      40.66ns    noSupport   notSupport
AtomicsDs      516       9.08us      17.59ns    20.71us      40.13ns     8.46us        16.39ns    20.98us      40.66ns    noSupport   notSupport
AtomicsDs      516      11.46us      22.21ns    22.43us      43.47ns     8.54us        16.54ns    21.56us      41.78ns    noSupport   notSupport
AtomicsDs      516       9.38us      18.17ns    20.72us      40.15ns     8.44us        16.35ns    29.09us      56.38ns    noSupport   notSupport
AtomicsDs      516      12.52us      24.27ns    23.13us      44.83ns     8.54us        16.54ns    21.34us      41.36ns    noSupport   notSupport
AtomicsDs      516       9.06us      17.55ns    20.70us      40.11ns     8.47us        16.42ns    20.99us      40.68ns    noSupport   notSupport
AtomicsDs      516      12.14us      23.53ns    22.04us      42.72ns     8.51us        16.48ns    37.72us      73.10ns    noSupport   notSupport
AtomicsDs      516       8.98us      17.40ns    20.83us      40.36ns     8.47us        16.41ns    21.00us      40.70ns    noSupport   notSupport
AtomicsDs      516       9.20us      17.82ns    20.71us      40.13ns     8.40us        16.29ns    20.97us      40.64ns    noSupport   notSupport
AtomicsDs     1024      25.22us      24.63ns    69.06us      67.44ns    19.20us        18.75ns    41.27us      40.30ns    noSupport   notSupport
AtomicsDs     1024      17.15us      16.75ns    42.04us      41.05ns    16.10us        15.72ns    57.29us      55.94ns    noSupport   notSupport
AtomicsDs     1024      24.39us      23.82ns    41.50us      40.53ns    16.27us        15.89ns    41.16us      40.19ns    noSupport   notSupport
AtomicsDs     1024      17.40us      17.00ns    42.02us      41.03ns    16.19us        15.81ns    41.94us      40.96ns    noSupport   notSupport
AtomicsDs     1024      17.00us      16.60ns    42.09us      41.10ns    16.30us        15.92ns    41.95us      40.97ns    noSupport   notSupport
AtomicsDs     1024      21.50us      21.00ns    62.52us      61.05ns    16.37us        15.99ns    41.19us      40.22ns    noSupport   notSupport
AtomicsDs     1024      17.23us      16.83ns    59.02us      57.64ns    16.27us        15.89ns    41.93us      40.95ns    noSupport   notSupport
AtomicsDs     1024      17.31us      16.91ns    42.02us      41.03ns    16.20us        15.82ns    41.92us      40.94ns    noSupport   notSupport
AtomicsDs     1024      21.26us      20.76ns    41.40us      40.43ns    16.28us        15.90ns    83.50us      81.54ns    noSupport   notSupport
AtomicsDs     1024      19.43us      18.97ns    43.96us      42.93ns    33.76us        32.97ns    43.48us      42.46ns    noSupport   notSupport
AtomicsDs     1024      20.82us      20.33ns    48.19us      47.06ns    23.55us        23.00ns    47.70us      46.58ns    noSupport   notSupport
AtomicsDs     1024     135.81us     132.63ns    62.30us      60.84ns    25.60us        25.00ns    45.81us      44.74ns    noSupport   notSupport
AtomicsDs     1024      50.82us      49.63ns    62.91us      61.43ns    25.22us        24.63ns    51.13us      49.94ns    noSupport   notSupport
AtomicsDs     1024      26.22us      25.60ns    51.43us      50.22ns    25.06us        24.47ns    51.15us      49.95ns    noSupport   notSupport
AtomicsDs     1024      26.19us      25.57ns    51.40us      50.19ns    25.02us        24.43ns    50.92us      49.73ns    noSupport   notSupport
AtomicsDs     1024      26.23us      25.61ns    61.30us      59.87ns    25.19us        24.60ns    51.05us      49.85ns    noSupport   notSupport
AtomicsDs     1024      26.05us      25.44ns    51.41us      50.20ns    25.35us        24.75ns    51.17us      49.98ns    noSupport   notSupport
AtomicsDs     1024      26.51us      25.89ns    51.34us      50.14ns    25.18us        24.59ns    51.15us      49.95ns    noSupport   notSupport
AtomicsDs     1024      26.48us      25.86ns    61.80us      60.36ns    25.52us        24.92ns    51.44us      50.23ns    noSupport   notSupport
AtomicsDs     1024      26.42us      25.80ns    51.59us      50.38ns    25.35us        24.75ns    51.31us      50.10ns    noSupport   notSupport
AtomicsDs     1024      25.44us      24.84ns    51.02us      49.82ns    24.48us        23.91ns    50.69us      49.50ns    noSupport   notSupport
AtomicsDs     1024      26.09us      25.48ns    61.52us      60.08ns    25.07us        24.48ns    49.44us      48.28ns    noSupport   notSupport
AtomicsDs     2048      53.85us      26.29ns   120.97us      59.07ns    46.96us        22.93ns    96.70us      47.22ns    noSupport   notSupport
AtomicsDs     2048      62.73us      30.63ns   108.98us      53.21ns    68.75us        33.57ns   119.34us      58.27ns    noSupport   notSupport
AtomicsDs     2048      51.59us      25.19ns   128.88us      62.93ns    49.93us        24.38ns   128.26us      62.63ns    noSupport   notSupport
AtomicsDs     2048      50.92us      24.87ns   119.34us      58.27ns    49.86us        24.35ns   120.53us      58.85ns    noSupport   notSupport
AtomicsDs     2048      79.18us      38.66ns   131.57us      64.25ns    49.55us        24.20ns   120.64us      58.91ns    noSupport   notSupport
AtomicsDs     2048      80.83us      39.47ns   100.61us      49.13ns    71.95us        35.13ns   120.95us      59.06ns    noSupport   notSupport
AtomicsDs     2048      63.97us      31.24ns    99.30us      48.48ns    70.99us        34.66ns   101.38us      49.50ns    noSupport   notSupport
AtomicsDs     2048      62.61us      30.57ns   109.83us      53.63ns    62.82us        30.67ns   110.28us      53.85ns    noSupport   notSupport
AtomicsDs     2048      69.55us      33.96ns   110.27us      53.84ns    49.64us        24.24ns   129.07us      63.02ns    noSupport   notSupport
AtomicsDs     2048      50.91us      24.86ns   121.03us      59.10ns    49.62us        24.23ns   109.12us      53.28ns    noSupport   notSupport
AtomicsDs     2048      61.83us      30.19ns   113.43us      55.39ns    48.16us        23.52ns   113.31us      55.33ns    noSupport   notSupport
AtomicsDs     2048      70.30us      34.33ns   100.46us      49.05ns    69.29us        33.83ns   112.33us      54.85ns    noSupport   notSupport
AtomicsDs     2048      64.99us      31.73ns   109.12us      53.28ns    63.54us        31.02ns    99.05us      48.37ns    noSupport   notSupport
AtomicsDs     2048      51.13us      24.96ns   120.11us      58.65ns    49.88us        24.36ns   119.24us      58.22ns    noSupport   notSupport
AtomicsDs     2048      48.20us      23.54ns   115.08us      56.19ns    47.97us        23.42ns   129.19us      63.08ns    noSupport   notSupport
AtomicsDs     2048      61.76us      30.15ns   102.30us      49.95ns    48.80us        23.83ns   101.21us      49.42ns    noSupport   notSupport
AtomicsDs     2048      53.90us      26.32ns   113.25us      55.30ns    55.24us        26.97ns   104.64us      51.09ns    noSupport   notSupport
AtomicsDs     2048      55.93us      27.31ns   105.00us      51.27ns    55.04us        26.88ns   105.49us      51.51ns    noSupport   notSupport
AtomicsDs     2048      65.91us      32.18ns   105.06us      51.30ns    55.57us        27.14ns   104.99us      51.26ns    noSupport   notSupport
AtomicsDs     2048      55.93us      27.31ns   114.00us      55.67ns    53.62us        26.18ns   118.63us      57.93ns    noSupport   notSupport
AtomicsDs     2048      33.66us      16.44ns    81.86us      39.97ns    41.39us        20.21ns    82.00us      40.04ns    noSupport   notSupport
AtomicsDs     2048      33.87us      16.54ns    81.87us      39.98ns    32.07us        15.66ns    90.82us      44.35ns    noSupport   notSupport
AtomicsDs     4096      67.03us      16.37ns   163.66us      39.95ns    63.39us        15.48ns   163.59us      39.94ns    noSupport   notSupport
AtomicsDs     4096     132.05us      32.24ns   182.27us      44.50ns    63.71us        15.55ns   163.72us      39.97ns    noSupport   notSupport
AtomicsDs     4096      76.23us      18.61ns   183.08us      44.70ns    63.64us        15.54ns   183.58us      44.82ns    noSupport   notSupport
AtomicsDs     4096      69.33us      16.93ns   179.61us      43.85ns    63.54us        15.51ns   163.63us      39.95ns    noSupport   notSupport
AtomicsDs     4096      66.63us      16.27ns   176.63us      43.12ns    72.05us        17.59ns   167.02us      40.78ns    noSupport   notSupport
AtomicsDs     4096      66.82us      16.31ns   166.83us      40.73ns    63.44us        15.49ns   174.34us      42.56ns    noSupport   notSupport
AtomicsDs     4096      66.49us      16.23ns   163.66us      39.95ns    63.41us        15.48ns   181.08us      44.21ns    noSupport   notSupport
AtomicsDs     4096      66.78us      16.30ns   166.84us      40.73ns    63.75us        15.56ns   166.81us      40.73ns    noSupport   notSupport
AtomicsDs     4096      68.06us      16.62ns   189.19us      46.19ns    64.09us        15.65ns   163.65us      39.95ns    noSupport   notSupport
AtomicsDs     4096      66.82us      16.31ns   178.33us      43.54ns    63.50us        15.50ns   168.94us      41.24ns    noSupport   notSupport
AtomicsDs     4096      66.42us      16.22ns   164.82us      40.24ns    63.62us        15.53ns   196.76us      48.04ns    noSupport   notSupport
AtomicsDs     4096      67.93us      16.58ns   166.57us      40.67ns    63.55us        15.51ns   200.63us      48.98ns    noSupport   notSupport
AtomicsDs     4096      66.46us      16.23ns   166.85us      40.74ns    63.62us        15.53ns   166.84us      40.73ns    noSupport   notSupport
AtomicsDs     4096      81.54us      19.91ns   217.57us      53.12ns    63.88us        15.60ns   163.63us      39.95ns    noSupport   notSupport
AtomicsDs     4096      80.42us      19.63ns   175.46us      42.84ns    63.49us        15.50ns   166.83us      40.73ns    noSupport   notSupport
AtomicsDs     4096      66.81us      16.31ns   175.75us      42.91ns    63.42us        15.48ns   181.65us      44.35ns    noSupport   notSupport
AtomicsDs     4096      76.89us      18.77ns   166.84us      40.73ns   115.86us        28.29ns   167.44us      40.88ns    noSupport   notSupport
AtomicsDs     4096      67.64us      16.51ns   166.94us      40.76ns    79.65us        19.45ns   179.68us      43.87ns    noSupport   notSupport
AtomicsDs     4096      66.60us      16.26ns   163.69us      39.96ns    63.51us        15.51ns   163.61us      39.94ns    noSupport   notSupport
AtomicsDs     4096      66.92us      16.34ns   166.82us      40.73ns    63.48us        15.50ns   166.83us      40.73ns    noSupport   notSupport
AtomicsDs     4096      68.73us      16.78ns   182.63us      44.59ns    63.71us        15.55ns   163.65us      39.95ns    noSupport   notSupport
AtomicsDs     4096      66.38us      16.21ns   190.54us      46.52ns    63.50us        15.50ns   163.65us      39.95ns    noSupport   notSupport
AtomicsDs     8192     133.01us      16.24ns   343.89us      41.98ns   126.65us        15.46ns   327.36us      39.96ns    noSupport   notSupport
AtomicsDs     8192     133.25us      16.27ns   333.79us      40.75ns   141.78us        17.31ns   366.13us      44.69ns    noSupport   notSupport
AtomicsDs     8192     132.60us      16.19ns   342.69us      41.83ns   126.52us        15.44ns   356.10us      43.47ns    noSupport   notSupport
AtomicsDs     8192     214.19us      26.15ns   367.67us      44.88ns   140.47us        17.15ns   337.61us      41.21ns    noSupport   notSupport
AtomicsDs     8192     151.14us      18.45ns   338.13us      41.28ns   126.42us        15.43ns   456.12us      55.68ns    noSupport   notSupport
AtomicsDs     8192     332.55us      40.59ns   505.31us      61.68ns   320.89us        39.17ns   556.87us      67.98ns    noSupport   notSupport
AtomicsDs     8192     318.97us      38.94ns   549.27us      67.05ns   343.73us        41.96ns   564.90us      68.96ns    noSupport   notSupport
AtomicsDs     8192     321.57us      39.25ns   531.20us      64.84ns   329.81us        40.26ns   635.27us      77.55ns    noSupport   notSupport
AtomicsDs     8192     389.91us      47.60ns   662.19us      80.83ns   311.45us        38.02ns   344.64us      42.07ns    noSupport   notSupport
AtomicsDs     8192     132.42us      16.16ns   398.70us      48.67ns   141.40us        17.26ns   397.93us      48.58ns    noSupport   notSupport
AtomicsDs     8192     158.52us      19.35ns   387.43us      47.29ns   143.44us        17.51ns   377.92us      46.13ns    noSupport   notSupport
AtomicsDs     8192     141.34us      17.25ns   369.66us      45.12ns   134.67us        16.44ns   337.79us      41.23ns    noSupport   notSupport
AtomicsDs     8192     135.41us      16.53ns   360.82us      44.05ns   126.56us        15.45ns   336.06us      41.02ns    noSupport   notSupport
AtomicsDs     8192     132.20us      16.14ns   357.42us      43.63ns   126.65us        15.46ns   333.70us      40.74ns    noSupport   notSupport
AtomicsDs     8192     145.29us      17.74ns   359.65us      43.90ns   126.69us        15.46ns   355.40us      43.38ns    noSupport   notSupport
AtomicsDs     8192     149.61us      18.26ns   342.30us      41.78ns   126.51us        15.44ns   342.52us      41.81ns    noSupport   notSupport
AtomicsDs     8192     169.16us      20.65ns   341.20us      41.65ns   126.47us        15.44ns   346.64us      42.31ns    noSupport   notSupport
